Gene.ontology.ID,Function,Gene.name,Uniprot.ID
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],stpA,E1WA48
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],holA,E1W9E7
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],fur,E1W9I7
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],dps,E1W9W7
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],prpR,E1W8M8
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],kdpE,E1W9J6
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],dnaQ,E1W8D0
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],acrR,E1W8Y6
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],mraZ,E1W7Z1
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],araC,E1W7X6
GO:0003677,  DNA binding  [isa: 0003676  0097159  0005488  0003674 ],hupB,E1W8W1
GO:0003678,  DNA helicase activity  [isa: 0003824  0003674 ],recD,E1WAN6
GO:0003678,  DNA helicase activity  [isa: 0003824  0003674 ],helD,E1W7A7
GO:0003681,  bent DNA binding  [isa: 0003677  0003676  0097159  0005488  0003674 ],cbpA,E1W7E3
GO:0003697,  single-stranded DNA binding  [isa: 0003677  0003676  0097159  0005488  0003674 ],priB,E1WAS7
GO:0003700,  DNA-binding transcription factor activity  [isa: 0140110  0003674 ],mraZ,E1W7Z1
GO:0003700,  DNA-binding transcription factor activity  [isa: 0140110  0003674 ],sirC,E1WAB2
GO:0003700,  DNA-binding transcription factor activity  [isa: 0140110  0003674 ],lrp,E1W6Z1
GO:0003700,  DNA-binding transcription factor activity  [isa: 0140110  0003674 ],nhaR,E1W7R4
GO:0003700,  DNA-binding transcription factor activity  [isa: 0140110  0003674 ],leuO,E1W7Y7
GO:0003700,  DNA-binding transcription factor activity  [isa: 0140110  0003674 ],pdhR,E1W823
GO:0003700,  DNA-binding transcription factor activity  [isa: 0140110  0003674 ],fur,E1W9I7
GO:0003700,  DNA-binding transcription factor activity  [isa: 0140110  0003674 ],nagC,E1W9H6
GO:0003700,  DNA-binding transcription factor activity  [isa: 0140110  0003674 ],araC,E1W7X6
GO:0003700,  DNA-binding transcription factor activity  [isa: 0140110  0003674 ],hilD,E1WAC0
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],pcnB,E1W856
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],rluA,E1W7W8
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],truD,E1WAH2
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],ybcJ,E1W948
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],proB,E1W8I5
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],rluC,E1W7L5
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],thiI,E1W8T5
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],infA,E1W6Y5
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],nusB,E1W8S8
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],rplI,E1WAS9
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],rpsF,E1WAS6
GO:0003723,  RNA binding  [isa: 0003676  0097159  0005488  0003674 ],rpsA,E1W712
GO:0003724,  RNA helicase activity  [isa: 0003824  0003674 ],rhlE,E1W9V7
GO:0003735,  structural constituent of ribosome  [isa: 0005198  0003674 ],rplI,E1WAS9
GO:0003735,  structural constituent of ribosome  [isa: 0005198  0003674 ],rpsF,E1WAS6
GO:0003735,  structural constituent of ribosome  [isa: 0005198  0003674 ],rpsA,E1W712
GO:0003743,  translation initiation factor activity  [isa: 0003723  0003676  0097159  0005488  0003674 ],infA,E1W6Y5
GO:0003755,  peptidyl-prolyl cis-trans isomerase activity  [isa: 0016859  0016853  0003824  0003674 ],ppiB,E1W943
GO:0003755,  peptidyl-prolyl cis-trans isomerase activity  [isa: 0016859  0016853  0003824  0003674 ],surA,E1W7W5
GO:0003755,  peptidyl-prolyl cis-trans isomerase activity  [isa: 0016859  0016853  0003824  0003674 ],tig,E1W8V7
GO:0003824,  catalytic activity  [isa: 0003674 ],ribD,E1W8S6
GO:0003824,  catalytic activity  [isa: 0003674 ],prpB,E1W8M9
GO:0003824,  catalytic activity  [isa: 0003674 ],caiD,E1W7U4
GO:0003824,  catalytic activity  [isa: 0003674 ],gabT,E1WA41
GO:0003824,  catalytic activity  [isa: 0003674 ],moaA,E1W9T9
GO:0003824,  catalytic activity  [isa: 0003674 ],poxB,E1W6W8
GO:0003824,  catalytic activity  [isa: 0003674 ],malZ,E1W8R2
GO:0003824,  catalytic activity  [isa: 0003674 ],speE,E1W838
GO:0003824,  catalytic activity  [isa: 0003674 ],sucD,E1W9N2
GO:0003824,  catalytic activity  [isa: 0003674 ],dxs,E1W8T2
GO:0003824,  catalytic activity  [isa: 0003674 ],sucC,E1W9N1
GO:0003824,  catalytic activity  [isa: 0003674 ],aas,E1WAQ3
GO:0003824,  catalytic activity  [isa: 0003674 ],serC,E1W708
GO:0003824,  catalytic activity  [isa: 0003674 ],leuA,E1W7Y5
GO:0003824,  catalytic activity  [isa: 0003674 ],dnaE,E1W8A3
GO:0003824,  catalytic activity  [isa: 0003674 ],bioB,E1W9T2
GO:0003824,  catalytic activity  [isa: 0003674 ],bioA,E1W9T1
GO:0003824,  catalytic activity  [isa: 0003674 ],aroG,E1W9P8
GO:0003824,  catalytic activity  [isa: 0003674 ],luxS,E1WA67
GO:0003824,  catalytic activity  [isa: 0003674 ],pyrH,E1W890
GO:0003824,  catalytic activity  [isa: 0003674 ],plsX,E1W7M1
GO:0003824,  catalytic activity  [isa: 0003674 ],hemB,E1W8N3
GO:0003824,  catalytic activity  [isa: 0003674 ],miaB,E1W9H1
GO:0003824,  catalytic activity  [isa: 0003674 ],panC,E1W853
GO:0003824,  catalytic activity  [isa: 0003674 ],caiC,E1W7U5
GO:0003824,  catalytic activity  [isa: 0003674 ],glnD,E1W886
GO:0003824,  catalytic activity  [isa: 0003674 ],nagB,E1W9H8
GO:0003849,  3-deoxy-7-phosphoheptulonate synthase activity  [isa: 0016740  0003824  0003674 ],aroG,E1W9P8
GO:0003852,  2-isopropylmalate synthase activity  [isa: 0016740  0003824  0003674 ],leuA,E1W7Y5
GO:0003887,  DNA-directed DNA polymerase activity  [isa: 0034061  0016779  0016740  0003824  0003674 ],dnaE,E1W8A3
GO:0003887,  DNA-directed DNA polymerase activity  [isa: 0034061  0016779  0016740  0003824  0003674 ],polB,E1W7X0
GO:0003887,  DNA-directed DNA polymerase activity  [isa: 0034061  0016779  0016740  0003824  0003674 ],dnaQ,E1W8D0
GO:0003887,  DNA-directed DNA polymerase activity  [isa: 0034061  0016779  0016740  0003824  0003674 ],holA,E1W9E7
GO:0003955,  NAD [isa: 0016491  0003824  0003674 ],wrbA,E1W7F0
GO:0003989,  acetyl-CoA carboxylase activity  [isa: 0016421  0016874  0003824  0003674 ],accA,E1W8A4
GO:0003995,  acyl-CoA dehydrogenase activity  [isa: 0016491  0003824  0003674 ],caiA,E1W7U7
GO:0004014,  adenosylmethionine decarboxylase activity  [isa: 0016831  0016830  0016829  0003824  0003674 ],speD,E1W837
GO:0004042,  acetyl-CoA:L-glutamate N-acetyltransferase activity  [isa: 0008080  0016407  0016740  0003824  0003674 ],argA,E1WAN5
GO:0004129,  cytochrome-c oxidase activity  [isa: 0009055  0016491  0003824  0003674 ],cyoB,E1W8V2
GO:0004129,  cytochrome-c oxidase activity  [isa: 0009055  0016491  0003824  0003674 ],cyoA,E1W8V3
GO:0004146,  dihydrofolate reductase activity  [isa: 0016491  0003824  0003674 ],folA,E1W7W0
GO:0004317,  3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity  [isa: 0004312  0016740  0003824  0003674 ],fabA,E1W799
GO:0004325,  ferrochelatase activity  [isa: 0016829  0003824  0003674 ],hemH,E1W8Z7
GO:0004342,  glucosamine-6-phosphate deaminase activity  [isa: 0019239  0016787  0003824  0003674 ],nagB,E1W9H8
GO:0004412,  homoserine dehydrogenase activity  [isa: 0016491  0003824  0003674 ],thrA,E1W7M5
GO:0004518,  nuclease activity  [isa: 0016787  0003824  0003674 ],recD,E1WAN6
GO:0004518,  nuclease activity  [isa: 0016787  0003824  0003674 ],sbcC,E1W8Q6
GO:0004518,  nuclease activity  [isa: 0016787  0003824  0003674 ],dnaQ,E1W8D0
GO:0004518,  nuclease activity  [isa: 0016787  0003824  0003674 ],uvrB,E1W9T6
GO:0004518,  nuclease activity  [isa: 0016787  0003824  0003674 ],xseB,E1W8T4
GO:0004518,  nuclease activity  [isa: 0016787  0003824  0003674 ],sbcD,E1W8Q7
GO:0004591,  oxoglutarate dehydrogenase  [isa: 0016491  0003824  0003674 ],sucA,E1W9M9
GO:0004601,  peroxidase activity  [isa: 0016491  0003824  0003674 ],ahpC,E1W9A9
GO:0004673,  protein histidine kinase activity  [isa: 0004672  0016301  0016740  0003824  0003674 ],barA,E1WAK4
GO:0004735,  pyrroline-5-carboxylate reductase activity  [isa: 0016491  0003824  0003674 ],proC,E1W8P7
GO:0004766,  spermidine synthase activity  [isa: 0016740  0003824  0003674 ],speE,E1W838
GO:0004783,  sulfite reductase  [isa: 0016491  0003824  0003674 ],cysI,E1WAJ1
GO:0004791,  thioredoxin-disulfide reductase activity  [isa: 0016491  0003824  0003674 ],trxB,E1W6Z0
GO:0004812,  aminoacyl-tRNA ligase activity  [isa: 0016874  0003824  0003674 ],ileS,E1W7S0
GO:0004812,  aminoacyl-tRNA ligase activity  [isa: 0016874  0003824  0003674 ],serS,E1W6Z5
GO:0004970,  ionotropic glutamate receptor activity  [isa: 0022824  0005230  0015276  0005216  0015075  0022857  0005215  0003674 ],glnH,E1W9W6
GO:0005198,  structural molecule activity  [isa: 0003674 ],ompA,E1W7A2
GO:0005198,  structural molecule activity  [isa: 0003674 ],flgK,E1W7L2
GO:0005215,  transporter activity  [isa: 0003674 ],kefC,E1W7V9
GO:0005215,  transporter activity  [isa: 0003674 ],fhuB,E1W866
GO:0005215,  transporter activity  [isa: 0003674 ],proW,E1WA60
GO:0005215,  transporter activity  [isa: 0003674 ],fhuD,E1W865
GO:0005215,  transporter activity  [isa: 0003674 ],brnQ,E1W8R0
GO:0005215,  transporter activity  [isa: 0003674 ],fepC,E1W991
GO:0005215,  transporter activity  [isa: 0003674 ],ampG,E1W8V4
GO:0005215,  transporter activity  [isa: 0003674 ],fepB,E1W995
GO:0005215,  transporter activity  [isa: 0003674 ],gabP,E1WA42
GO:0005215,  transporter activity  [isa: 0003674 ],cycA,E1WAT3
GO:0005215,  transporter activity  [isa: 0003674 ],putP,E1W7F5
GO:0005215,  transporter activity  [isa: 0003674 ],citT,E1W9B9
GO:0005215,  transporter activity  [isa: 0003674 ],csgG,E1W7G8
GO:0005215,  transporter activity  [isa: 0003674 ],acrA,E1W8Y5
GO:0005215,  transporter activity  [isa: 0003674 ],focA,E1W705
GO:0005215,  transporter activity  [isa: 0003674 ],fepD,E1W993
GO:0005215,  transporter activity  [isa: 0003674 ],pheP,E1W969
GO:0005215,  transporter activity  [isa: 0003674 ],sitB,E1WAA7
GO:0005215,  transporter activity  [isa: 0003674 ],araJ,E1W8Q5
GO:0005215,  transporter activity  [isa: 0003674 ],sitA,E1WAA6
GO:0005215,  transporter activity  [isa: 0003674 ],caiT,E1W7U8
GO:0005215,  transporter activity  [isa: 0003674 ],clcA,E1W875
GO:0005215,  transporter activity  [isa: 0003674 ],fepG,E1W992
GO:0005215,  transporter activity  [isa: 0003674 ],cydD,E1W6Y9
GO:0005215,  transporter activity  [isa: 0003674 ],cydC,E1W6Y8
GO:0005215,  transporter activity  [isa: 0003674 ],aroP,E1W822
GO:0005215,  transporter activity  [isa: 0003674 ],nagE,E1W9H9
GO:0005215,  transporter activity  [isa: 0003674 ],artQ,E1W6V9
GO:0005215,  transporter activity  [isa: 0003674 ],dcuC,E1W9C8
GO:0005247,  voltage-gated chloride channel activity  [isa: 0005254  0005253  0005216  0015075  0022857  0005215  0003674 ],clcA,E1W875
GO:0005298,  proline:sodium symporter activity  [isa: 0005283  0005343  0005342  0022857  0005215  0003674 ],putP,E1W7F5
GO:0005506,  iron ion binding  [isa: 0046914  0046872  0043169  0043167  0005488  0003674 ],fhuA,E1W863
GO:0005506,  iron ion binding  [isa: 0046914  0046872  0043169  0043167  0005488  0003674 ],fes,E1W987
GO:0005506,  iron ion binding  [isa: 0046914  0046872  0043169  0043167  0005488  0003674 ],luxS,E1WA67
GO:0005506,  iron ion binding  [isa: 0046914  0046872  0043169  0043167  0005488  0003674 ],bioB,E1W9T2
GO:0005507,  copper ion binding  [isa: 0046914  0046872  0043169  0043167  0005488  0003674 ],cyoA,E1W8V3
GO:0005509,  calcium ion binding  [isa: 0046872  0043169  0043167  0005488  0003674 ],mukF,E1W723
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],cmk,E1W711
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],coaE,E1W812
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],lon,E1W8W0
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],helD,E1W7A7
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],nrdE,E1WA57
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],murC,E1W801
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],secA,E1W808
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],ftsK,E1W6Z2
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],dnaK,E1W7N5
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],bioD,E1W9T5
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],panC,E1W853
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],murD,E1W7Z8
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],aas,E1WAQ3
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],cydC,E1W6Y8
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],fepC,E1W991
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],murF,E1W7Z6
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],thiI,E1W8T5
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],purK,E1W940
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],aroL,E1W8P9
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],thrB,E1W7M6
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],artP,E1W6W1
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],recD,E1WAN6
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],proB,E1W8I5
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],sitB,E1WAA7
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],htpG,E1W8Z5
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],ileS,E1W7S0
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],adk,E1W8Z6
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],clpA,E1W6X8
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],bioD,E1W9T5
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],pyrH,E1W890
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],uvrB,E1W9T6
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],galK,E1W9R2
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],prpR,E1W8M8
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],sucC,E1W9N1
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],accA,E1W8A4
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],cydD,E1W6Y9
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],cysN,E1WAH8
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],citG,E1W9C0
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],rhlE,E1W9V7
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],serS,E1W6Z5
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],mukB,E1W725
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],fucK,E1WAM2
GO:0005524,  ATP binding  [isa: 0008144  0005488  0003674 ],barA,E1WAK4
